Address,City,State,Zip,cxy_lon,cxy_lat,cxy_state_id,cxy_county_id,cxy_tract_id,cxy_block_id,Date Sampled,1st Draw,2-3 Minute,5 Minute,sequential
5130 S MOODY AVE,Chicago,IL,,-87.77599393599996,41.79921017000004,17,31,560800,4000,2019-11-03T00:00:00Z,8.5,11,12,FALSE
5130 S MOODY AVE,Chicago,IL,,-87.77599393599996,41.79921017000004,17,31,560800,4000,2019-11-03T00:00:00Z,8.5,11,12,FALSE
5130 S MOODY AVE,Chicago,IL,,-87.77599393599996,41.79921017000004,17,31,560800,4000,2019-12-12T00:00:00Z,3.2,4.5,1.3,FALSE
5130 S MULLIGAN AVE,Chicago,IL,,-87.78087105699996,41.799111037000046,17,31,560800,5004,2016-06-09T07:33:00Z,7,15,12,FALSE
5130 S MULLIGAN AVE,Chicago,IL,,-87.78087105699996,41.799111037000046,17,31,560800,5004,2019-05-19T00:00:00Z,12,13,3.6,FALSE
5130 S MULLIGAN AVE,Chicago,IL,,-87.78087105699996,41.799111037000046,17,31,560800,5004,2019-07-20T00:00:00Z,2.8,11,1.5,FALSE
5130 S MULLIGAN AVE,Chicago,IL,,-87.78087105699996,41.799111037000046,17,31,560800,5004,2019-10-16T00:00:00Z,< 1,< 1,< 1,FALSE
5130 S MULLIGAN AVE,Chicago,IL,,-87.78087105699996,41.799111037000046,17,31,560800,5004,2021-08-31T07:30:00Z,9.4,16,5.2,FALSE
5130 S NAGLE AVE,Chicago,IL,,-87.78331087599997,41.799087659000065,17,31,560900,1002,2019-07-12T00:00:00Z,2.2000000000000002,5.3,2.1,FALSE
5130 S NAGLE AVE,Chicago,IL,,-87.78331087599997,41.799087659000065,17,31,560900,1002,2019-09-10T00:00:00Z,3.4,8,1,FALSE
5130 S NAGLE AVE,Chicago,IL,,-87.78331087599997,41.799087659000065,17,31,560900,1002,2019-12-03T00:00:00Z,2.8,11,< 1,FALSE
5130 S NASHVILLE AVE,Chicago,IL,,-87.78696205999995,41.79882618600004,17,31,560900,2002,2021-05-18T00:00:00Z,1.3,1.9,< 1,FALSE
5130 S NATOMA AVE,Chicago,IL,,-87.78819725899996,41.79942072700004,17,31,560900,3000,2019-02-28T00:00:00Z,2.7,3.3,< 1,FALSE
