blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE
171359575001,151,14,10,57,14,58.69412236331676,61.163714733492114
171359575002,198,61,39,26,15,66.30987860040162,78.3772926299448
171359575003,215,33,8,21,17,39.11521443121589,43.393547907494266
171359575004,271,42,29,18,36,45.69463863518345,65
171359576001,279,32,8,59,61,67.11929677819934,91.0494371207203
171359576002,211,39,49,45,12,59.54829972383762,78.04485889538144
171359576003,312,67,36,28,12,72.61542535852834,81.93289937503738
171359577001,293,16,12,45,12,47.75981574503821,50.68530358989675
171359577002,319,105,73,55,26,118.53269591129698,141.6156770982648
171359578001,369,12,136,52,136,53.36665625650534,199.5995991979944
171359578002,340,12,18,52,18,53.36665625650534,59.12698199637793
171359578003,286,78,16,30,16,83.57032966310472,86.57944328765345
171359579001,313,12,58,33,52,35.11409973215888,85.44588931013593
171359579002,349,38,156,42,73,56.639209034025185,181.309128286471
171359579003,225,12,12,12,12,16.97056274847714,24
171359579004,294,12,12,12,12,16.97056274847714,24
171359579005,147,31,9,13,10,33.61547262794322,36.207733980463345
171359580001,146,3,10,12,39,12.36931687685298,42.118879377305376
171359580002,132,13,11,7,10,14.7648230602334,20.952326839756964
171359580003,158,21,8,21,5,29.698484809834994,31.160872901765767
171359580004,999,12,12,12,12,16.97056274847714,24
171359580005,267,35,36,7,48,35.6931365951495,69.81403870282824
171379514001,169,32,31,19,23,37.21558813185679,53.61902647381804
171379514002,145,9,24,28,31,29.410882339705484,49.01020301937138
171379514003,220,24,46,8,19,25.298221281347036,55.83009940883144
171379515001,74,12,5,8,12,14.422205101855956,19.4164878389476
171379515002,286,40,17,11,57,41.48493702538308,72.51896303726357
171379515003,288,14,21,2,19,14.142135623730951,31.654383582688826
171379516001,339,21,44,12,29,24.186773244895647,57.982756057296896
171379516002,232,127,17,12,12,127.56566936288148,129.25169244539896
171379516003,317,63,18,19,20,65.80273550544841,71.09149034870488
171379516004,225,12,43,12,48,16.97056274847714,66.64082832618455
171379517001,299,23,12,39,12,45.27692569068709,48.35286961494633
171379517002,214,12,70,73,12,73.97972695272672,102.55242561733974
171379517003,336,12,39,36,27,37.94733192202055,60.74537019394976
171379518001,275,42,49,14,25,44.27188724235731,70.61161377563892
171379518002,183,12,13,30,14,32.31098884280702,37.53664875824692
171379518003,172,35,12,67,34,75.59100475585703,83.74962686484042
171379518004,466,41,65,34,40,53.2634959423431,93.06986622962343
171379519001,324,44,42,12,63,45.60701700396552,88.3911760301898
171379519002,288,12,32,12,52,16.97056274847714,63.37191807101944
171379519003,179,12,12,12,12,16.97056274847714,24
171379519004,370,100,54,83,39,129.9576854210631,146.03424255975034
171379519005,78,12,12,12,12,16.97056274847714,24
171379520001,238,12,31,36,22,37.94733192202055,53.71219600798314
171379520002,462,53,48,63,129,82.3286098510111,160.38391440540414
171379521001,223,12,12,12,12,16.97056274847714,24
171379521002,220,35,26,23,18,41.88078318274385,52.478567053607705
171379521003,247,35,118,52,38,62.68173577685928,138.9136422386225
171379521004,186,48,12,12,34,49.47726750741192,61.220911460055866
171379522001,182,17,6,15,21,22.67156809750927,31.480152477394387
171379522002,209,17,21,28,25,32.7566787083184,46.24932431938871
171379522003,187,21,13,14,23,25.238858928247925,36.53765181289022
171379523001,172,15,57,16,25,21.93171219946131,65.99242380758567
171379523002,145,16,13,25,45,29.68164415931166,55.452682532047085
171379523003,128,18,11,21,14,27.65863337187866,32.89376840679705
171379523004,262,39,21,47,17,61.07372593840988,66.783231428256
171399769001,457,40,26,61,109,72.94518489934754,133.70863846438644
171399769002,228,24,21,15,8,28.30194339616981,36.138621999185304
171399769003,257,32,37,33,23,45.967379738244816,63.33245613427605
171399769004,227,64,11,14,35,65.5133574166368,75.08661665037252
171399770001,218,29,77,8,13,30.083217912982647,83.68392916205596
171399770002,187,11,69,31,7,32.89376840679705,76.75936424958195
171399770003,159,10,6,17,16,19.72308292331602,26.095976701399778
171399771001,168,16,11,18,17,24.08318915758459,31.464265445104548
171399771002,225,29,60,20,43,35.22782990761707,81.79242018671412
171399771003,288,24,46,31,29,39.20459156782532,67.03730304837748
171399772001,240,14,39,21,72,25.238858928247925,85.68547134724766
171399772002,270,14,17,71,15,72.3671196055225,75.83534795858722
171399772003,184,31,32,10,33,32.57299494980466,56.3382640840131
171399772004,434,51,47,30,48,59.16924876994806,89.52094726934027
171419607001,198,50,37,26,55,56.356011214421486,87.00574693662483
171419607002,272,46,15,30,48,54.91812087098393,74.46475676452586
171419607003,211,19,16,34,17,38.948684188300895,45.40925015897091
171419608001,248,33,12,68,28,75.58438992278762,81.49233092751734
171419608002,354,14,12,27,12,30.4138126514911,34.828149534535996
171419608003,197,12,70,26,27,28.635642126552707,80.30566605165541
171419608004,183,16,5,19,13,24.839484696748443,28.478061731796284
171419609001,377,81,66,101,64,129.46814279968643,158.78916839633615
171419609002,242,84,12,12,12,84.8528137423857,86.53323061113575
171419609003,164,12,12,12,12,16.97056274847714,24
171419609004,382,101,76,61,110,117.99152511939153,178.31993719155466
171419610011,153,4,7,22,15,22.360679774997898,27.820855486487112
171419610012,352,95,13,14,22,96.0260381354974,99.36800289831733
171419610013,191,25,25,15,21,29.154759474226502,43.77213725647858
171419610021,214,29,31,38,50,47.80167361086848,75.8023746329889
171419610022,216,27,33,30,33,40.36087214122113,61.7008914036094
171419611001,285,42,25,43,19,60.108235708594876,67.8159273327439
171419611002,274,21,21,49,30,53.31041174104736,64.67611614808051
171419611003,356,12,19,3,3,12.36931687685298,22.869193252058544
171419612001,406,46,104,82,12,94.02127418834527,140.71247279470288
171419612002,364,12,98,12,12,16.97056274847714,100.17983829094555
171419612003,355,12,12,12,12,16.97056274847714,24
171419612004,426,28,51,24,65,36.87817782917155,90.47651629014017
171419612005,336,12,57,70,68,71.02112361825881,113.65298060323803
171419613011,407,4,53,24,2,24.331050121192877,58.35237784358063
171419613012,306,12,38,12,12,16.97056274847714,43.31281565541543
171419613021,424,41,12,18,12,44.77722635447622,47.885279575251516
171419613022,319,30,17,56,36,63.52952069707436,74.97332859090625
171419614001,309,42,60,44,52,60.8276253029822,100.0199980003999
171419614002,281,31,67,23,15,38.600518131237564,78.76547467006087
171419614003,259,12,23,54,20,55.31726674375732,63.15853069855251
171419614004,232,18,14,22,18,28.42534080710379,36.4417343165772
171419614005,176,20,12,43,12,47.4236228055175,50.368641037852115
171419615001,227,22,21,25,26,33.301651610693426,47.18050444834179
171419615002,197,12,64,22,31,25.059928172283335,75.39893898457723
171419615003,166,12,15,34,27,36.05551275463989,47.47630988187688
171419615004,246,19,9,12,94,22.47220505424423,97.06698717895802
171419615005,167,12,12,45,12,46.57252408878007,49.56813492557492
171419615006,197,15,14,21,14,25.80697580112788,32.526911934581186
171419616001,195,15,55,12,22,19.209372712298546,62.27358990776106
171419616002,371,16,60,12,40,20,74.83314773547883
171419616003,311,21,16,37,28,42.5440947723653,53.38539126015655
171419617001,253,41,44,19,18,45.18849411078001,65.58963332722634
171419617002,217,43,15,54,61,69.02897942168927,93.33273809334
171419617003,256,33,52,70,50,77.38862965578342,105.79697538209682
171430002001,357,61,37,115,84,130.17680284904833,159.28276742949942
171430002002,252,31,77,12,57,33.24154027718932,101.4051280754578
171430003001,207,43,64,12,11,44.64302857109943,78.80355321938218
171430003002,228,12,29,33,32,35.11409973215888,55.65968020030299
171430006001,291,41,12,15,12,43.657759905886145,46.84015371452148
171430006002,358,12,70,12,82,16.97056274847714,109.14210919713803
171430006003,374,104,12,12,15,104.6900186264192,106.4377752492037
171430006004,285,54,43,27,12,60.37383539249432,75.08661665037252
171430009001,482,136,219,81,31,158.2940302096071,271.99080866823425
171430009002,285,12,12,30,12,32.31098884280702,36.49657518178932
171430012001,269,13,13,13,14,18.384776310850235,26.514147167125703
171430012002,163,12,55,21,12,24.186773244895647,61.26989472816156
171430013001,310,29,41,80,31,85.09406559801923,99.41327879111522
171430013002,456,45,55,32,85,55.21775076911409,115.32129031536198
171430015001,235,48,12,54,12,72.24956747275377,74.21590126111789
171430015002,154,12,26,23,21,25.942243542145693,42.30839160261236
171430016001,518,83,54,59,124,101.83319694480774,169.29855285855223
171430016002,488,25,147,57,55,62.24146527838174,168.8431224539513
171430016003,357,12,103,121,12,121.59358535712317,159.80613254815975
171430018001,381,43,27,31,31,53.009433122794285,67.08203932499369
171430018002,201,19,12,12,17,22.47220505424423,30.62678566222711
171430018003,356,67,12,39,68,77.52418977325722,103.81714694596457
171430019001,294,48,37,75,29,89.04493247793498,100.69260151570224
171430020001,116,59,13,20,38,62.297672508690084,74.1215218408257
171430020002,276,12,16,15,18,19.209372712298546,30.805843601498726
171430021001,287,19,12,12,12,22.47220505424423,28.160255680657446
171430021002,373,12,65,71,70,72.00694410957877,119.62441222426132
171430021003,231,12,26,23,12,25.942243542145693,38.63935817272331
171430021004,113,12,12,12,21,16.97056274847714,29.546573405388315
171430021005,610,83,141,68,223,107.29864864013899,284.82099641704787
171430022001,416,43,12,58,90,72.20110802473879,116.00431026474836
171430022002,337,52,44,63,12,81.68843247363729,93.55746896961247
171430022003,182,54,12,21,12,57.9396237474839,60.37383539249432
171430022004,192,42,12,12,37,43.68065933568311,58.489315263559035
171430022005,204,36,20,39,43,53.075418038862395,71.17583859709698
171430023001,355,49,52,121,40,130.5450113945378,146.102703602637
171430023002,356,81,59,34,88,87.84645695758026,137.62993860348845
171430023003,479,12,150,142,32,142.50614021858848,209.3609323632277
171430024001,255,12,12,12,69,16.97056274847714,72.06247289678588
171430024002,423,79,93,71,12,106.21675950620975,141.68627315304755
171430024003,368,12,12,100,136,100.71742649611338,169.65848048358797
171430024004,218,12,12,12,12,16.97056274847714,24
171430025001,485,52,51,39,12,65,83.48652585896721
171430025002,176,12,12,12,12,16.97056274847714,24
171430025003,298,18,12,12,101,21.633307652783937,103.98557592281729
171430025004,686,37,12,88,40,95.46203433826454,104.19692893746917
171430026001,206,16,10,37,59,40.311288741492746,72.15261603018979
171430026002,132,15,20,20,23,25,39.42080668885405
171430027011,288,16,59,55,73,57.28001396647874,109.95908329919816
171430027012,381,12,12,29,73,31.38470965295043,80.36168241145776
171430027013,295,119,12,55,77,131.0953851209111,152.50901612691624
171430027021,223,12,13,12,10,16.97056274847714,23.600847442411894
171430027022,325,12,45,12,12,16.97056274847714,49.56813492557492
171430027023,239,44,13,40,62,59.464274989274024,86.88498144098322
171430027024,598,16,12,38,48,41.23105625617661,64.40496875241847
171430028001,147,12,12,12,12,16.97056274847714,24
171430028002,474,164,36,33,157,167.28717822953436,232.22833591101667
171430028003,365,119,48,38,12,124.91997438360288,134.36145280548286
171430029001,198,20,14,14,10,24.413111231467404,29.866369046136157
171430029002,240,60,19,41,36,72.67048919609665,83.2946576918352
171430029003,217,42,12,12,12,43.68065933568311,46.861498055439924
171430030001,369,114,30,15,70,114.9826073804208,137.91664149043072
171430030002,194,19,23,16,36,24.839484696748443,49.416596402423345
171430030003,259,12,51,16,12,20,56.08029957123981
171430030004,319,25,32,80,30,83.81527307120105,94.59915433025816
171430030005,346,13,12,28,75,30.870698080866262,81.98780397107853
171430031011,332,54,12,102,59,115.41230437002807,130.17296186228538
171430031012,544,12,74,56,61,57.271284253105414,111.70049238924598
171430031013,441,56,102,107,76,120.7683733433551,175.39954389906492
171430031031,235,35,25,19,26,39.824615503479755,53.73081052803875
171430031032,394,65,45,12,111,66.09841147864296,136.80277774957642
171430031033,324,53,62,46,128,70.178344238091,158.59697348940804
171430031041,593,183,155,12,83,183.3930205869351,254.0610162933306
171430031042,1221,119,153,263,12,288.6693610343848,326.92965604239697
171430032001,232,12,12,12,12,16.97056274847714,24
171430032002,381,43,69,161,12,166.6433316997713,180.76227482525218
171430032003,404,12,32,87,33,87.82368700982668,99.12618221237011
171430032004,365,21,80,53,24,57.0087712549569,101.1236866416568
171430033001,161,12,12,12,12,16.97056274847714,24
171430033002,343,55,37,48,56,73,99.16652661054536
171430034021,338,55,23,136,36,146.70037491431302,152.7939789389621
171430034022,348,111,56,65,50,128.63125592172378,148.93622796351463
171430034031,527,12,112,173,158,173.4156855650607,259.9634589706792
171430034032,304,12,12,12,12,16.97056274847714,24
171430034041,499,144,45,12,32,144.49913494550754,154.69001260585637
171430034042,766,97,124,12,259,97.73944955850733,303.33150182597257
171430034043,624,101,115,103,99,144.25671561490648,209.3704850259463
171430034044,486,12,12,12,63,16.97056274847714,66.34003316248794
171430036011,248,65,43,12,24,66.09841147864296,82.42572413997951
171430036012,347,38,106,50,33,62.80127387243033,127.54999019992123
171430036021,286,12,37,46,24,47.53945729601885,64.8459713474939
171430036022,458,60,169,72,12,93.72299611087985,193.62076334938874
171430036023,210,31,40,39,12,49.8196748283246,65.00769185258002
171430036024,336,31,12,58,26,65.76473218982953,71.72865536171719
171430036025,386,66,12,12,36,67.08203932499369,77.07139547199077
171430037001,304,104,21,54,52,117.18361660232202,129.91150834317952
171430037002,339,73,39,31,35,79.30952023559341,95.05787710652916
171430038001,291,19,74,34,48,38.948684188300895,96.42095207992918
171430038002,484,37,22,64,50,73.92563831310488,91.91844211038392
171430039001,171,13,13,17,8,21.400934559032695,26.28687885618983
171430039002,556,99,84,176,80,201.93315725754402,232.8797973204202
171430039003,385,54,85,60,66,80.72174428244226,134.52509059651288
171430039004,258,43,14,12,15,44.64302857109943,49.13247398615299
171430040001,223,14,28,65,18,66.49060083951716,74.35724578008521
171430040002,166,24,31,37,31,44.10215414239989,62.185207244167
171430040003,431,158,94,31,32,161.01242188104618,189.16923639957952
171430041011,446,47,136,65,75,80.2122185206219,174.79988558348657
171430041012,318,3,56,29,46,29.154759474226502,78.11529939774923
171430041013,219,56,12,32,12,64.4980619863884,66.69332800213226
171430041014,342,34,19,83,20,89.69392398596462,93.84028985462481
171430041021,465,22,10,95,12,97.51410154434076,98.75727821279807
171430041022,289,75,29,12,44,75.95393340703298,92.44457799135652
171430042001,245,26,79,56,12,61.741396161732524,100.98019607824101
171430042002,280,90,39,12,56,90.79647570252934,113.5825690852254
171430042003,335,56,18,53,59,77.10382610480494,98.74208829065749
171430043001,243,12,14,16,32,20,40.24922359499622
171430043002,270,53,79,33,39,62.433965115151864,107.9814798935447
171430044001,265,54,48,29,48,61.29437168288782,91.4603739331958
171430044002,829,128,264,160,143,204.89997559785115,363.49552954610044
171430044003,322,12,53,19,153,22.47220505424423,163.4717100907677
171430044004,389,49,61,59,55,76.69419795525604,112.37437430304117
171430045001,197,6,34,12,20,13.416407864998739,41.66533331199932
171430045002,330,56,40,28,32,62.609903369994115,80.89499366462674
171430045003,255,26,7,40,39,47.70744176750625,62.01612693485461
171430045004,242,12,34,26,27,28.635642126552707,52.009614495783374
171430046001,411,52,56,40,30,65.60487786742691,91.32360045464699
171430046002,249,9,33,36,34,37.107950630558946,60.18305409332431
171430046003,601,17,12,49,132,51.86520991955976,142.33060106667153
171430046004,204,18,15,12,12,21.633307652783937,28.930952282978865
171430048011,235,35,52,68,40,76.47875521999558,100.7620960480676
171430048012,157,23,23,3,19,23.194827009486403,37.78888725538237
171430048013,434,30,23,19,66,35.510561809129406,78.39642849007855
171430048021,412,32,30,45,52,55.21775076911409,81.5659242576212
171430048022,405,35,51,38,63,51.66236541235796,96.11971701997463
171430048023,182,12,16,12,11,16.97056274847714,25.787593916455254
171430049011,500,12,12,17,166,20.808652046684813,167.72894800838642
171430049012,118,8,12,19,14,20.615528128088304,27.65863337187866
171430049013,172,16,18,20,18,25.612496949731394,36.11094017053558
171430049014,267,8,20,20,75,21.540659228538015,80.55432949258531
171430049021,304,96,47,50,19,108.24047302187847,119.52405615607262
171430049022,274,51,20,79,21,94.03190947758107,98.40223574695851
171430049023,257,80,12,12,15,80.89499366462674,83.14445261110329
171430050001,241,15,13,54,8,56.04462507680822,58.08614292583042
171430050002,142,12,13,18,22,21.633307652783937,33.481338085566414
171430050003,321,38,17,47,105,60.440052945046304,122.3396910246221
171430051001,390,49,87,12,35,50.44799302251776,106.48474069086143
171430051002,293,84,52,49,58,97.24710792614863,124.59935794377112
171430051003,333,45,37,31,9,54.644304369257,66.60330322138685
171450301001,156,12,18,25,18,27.730849247724095,37.64306044943742
171450301002,162,37,24,33,26,49.57822102496216,60.909769331364245
171450301003,125,12,4,17,13,20.808652046684813,24.859605789312106
171450301004,180,16,12,16,29,22.627416997969522,38.691084244306204
171450302001,236,12,12,12,12,16.97056274847714,24
171450302002,262,38,27,26,19,46.04345773288535,56.65686189686118
171450302003,333,22,21,26,51,34.058772731852805,64.82283548256741
171450302004,364,21,26,32,12,38.27531841800928,47.80167361086848
171450302005,283,30,12,49,12,57.4543296888929,59.90826320300064
171450302006,335,12,26,82,58,82.87339742040264,104.44137111317526
171450303001,200,37,40,26,31,45.221676218380054,67.86751800382861
171450303002,97,9,18,7,18,11.40175425099138,27.892651361962706
171450303003,173,29,23,32,28,43.18564576337837,56.37375275782161
171450304001,266,18,90,23,69,29.206163733020468,117.10678887237921
171450304002,273,12,38,12,12,16.97056274847714,43.31281565541543
171450304003,234,25,44,12,11,27.730849247724095,53.16013544000805
171450305001,141,12,16,6,12,13.416407864998739,24.08318915758459
171450305002,279,89,32,53,37,103.58571330062848,114.55566332573872
171450306001,213,10,27,8,41,12.806248474865697,50.73460357586329
171450306002,199,42,25,30,42,51.61395160225576,71.08445681019164
171450306003,314,52,113,16,47,54.405882034941776,133.9328189802634
171450306004,295,46,12,12,80,47.53945729601885,93.8296328459192
171479545001,180,22,15,8,8,23.40939982143925,28.930952282978865
171479545002,174,12,12,12,12,16.97056274847714,24
171479545003,186,32,28,35,22,47.4236228055175,59.30430001273095
171479545004,236,25,40,33,64,41.400483088968905,86.08135686662938
171479546001,529,69,62,66,115,95.4829827770373,161.82088863926066
171479546002,322,105,46,12,69,105.68348972285122,134.3354011420668
171479546003,271,12,67,21,12,24.186773244895647,72.2357252334328
171479546004,302,59,40,54,12,79.98124780221924,90.22749026765624
171479546005,199,12,12,12,12,16.97056274847714,24
171479547001,132,15,19,23,5,27.459060435491963,33.76388603226827
171479547002,144,24,20,14,20,27.784887978899608,39.64845520319802
171479547003,142,12,25,12,31,16.97056274847714,43.289721643826724
171479547004,171,17,19,12,24,20.808652046684813,37.013511046643494
171479548001,187,25,22,20,53,32.01562118716424,65.71149062378664
171479548002,127,12,29,21,9,24.186773244895647,38.82009788756334
171479548003,153,12,38,24,18,26.832815729997478,49.879855653359705
171479548004,204,12,67,29,8,31.38470965295043,74.41773982055622
171499524001,155,16,3,13,16,20.615528128088304,26.267851073127396
171499524002,209,18,17,13,25,22.20360331117452,37.5099986670221
171499524003,157,10,3,18,16,20.591260281974,26.248809496813376
171499524004,189,20,12,25,10,32.01562118716424,35.62302626111375
171499525001,162,26,16,25,18,36.069377593742864,43.37049688440288
171499525002,219,15,18,36,23,39,48.72371086031933
171499525003,151,33,13,18,15,37.589892258425,42.50882261366456
171499526001,176,12,25,45,15,46.57252408878007,54.945427471264615
171499526002,124,24,3,4,15,24.331050121192877,28.74021572639983
171499526003,246,12,12,17,28,20.808652046684813,36.89173349139343
171499526004,193,45,31,42,29,61.554853586049575,74.77298977572049
171499526005,169,21,19,23,24,31.144823004794873,43.669211121796096
171499527001,279,12,89,58,42,59.22837157984339,114.8607853011636
171499527002,245,51,47,12,55,52.392747589718944,89.32524839036273
171499527003,218,12,12,12,12,16.97056274847714,24
171499527004,192,33,32,12,27,35.11409973215888,54.644304369257
171499527005,223,40,32,12,49,41.7612260356422,71.89575787207477
171499528001,168,10,12,13,13,16.401219466856727,24.124676163629637
171499528002,190,42,18,71,26,82.49242389456137,88.34591105421914
171499528003,121,9,17,7,8,11.40175425099138,21.97726097583591
171519712001,253,27,21,12,21,29.546573405388315,41.892720131306824
171519712002,250,6,14,4,12,7.211102550927978,19.79898987322333
171519713001,201,78,15,11,45,78.77182237323191,91.95107394696377
171519713002,198,21,5,14,29,25.238858928247925,38.768543949960254
171539710001,160,28,15,8,17,29.120439557122072,36.90528417449187
171539710002,127,6,12,14,28,15.231546211727817,34.058772731852805
171539710003,175,29,12,19,28,34.66987164671943,46.151923036857305
171539710004,227,21,30,12,12,24.186773244895647,40.36087214122113
171539711001,216,18,20,15,19,23.430749027719962,36.193922141707716
171539711002,159,25,12,20,25,32.01562118716424,42.35563716909474
171539711003,171,27,12,14,13,30.4138126514911,35.185224171518364
171559545001,92,4,6,21,11,21.37755832643195,24.779023386727733
171559545002,112,24,11,5,9,24.515301344262525,28.337254630609507
171559545003,110,22,11,29,14,36.40054944640259,40.52159917870962
171559545004,114,30,12,22,21,37.20215047547655,44.37341546466758
171559546001,122,13,19,16,26,20.615528128088304,38.23610858861032
171559546002,124,28,12,12,12,30.463092423455635,34.87119154832539
171559546003,157,13,14,12,12,17.69180601295413,25.553864678361276
171559546004,89,10,15,10,12,14.142135623730951,23.853720883753127
171579505001,147,16,3,30,22,34,40.607881008493905
171579505002,173,14,10,5,7,14.866068747318506,19.235384061671343
171579505003,151,14,30,24,14,27.784887978899608,43.22036556994862
171579506001,245,21,12,27,12,34.20526275297414,38.18376618407357
171579506002,250,49,17,16,50,51.54609587543949,73.79701890998037
171579506003,238,13,12,27,13,29.966648127543394,34.79942528261063
171579506004,231,12,12,12,12,16.97056274847714,24
171579506005,162,12,12,8,13,14.422205101855956,22.825424421026653
171579507001,193,37,18,41,26,55.226805085936306,63.63961030678928
171579507002,113,24,55,22,14,32.55764119219941,65.42935121182236
171579507003,182,10,15,11,9,14.866068747318506,22.956480566497994
171579508001,255,61,54,24,56,65.55150646628954,101.73003489628813
171579508002,189,68,20,31,12,74.73285756613352,78.28793010419933
171579508003,314,57,77,36,58,67.4166151627327,117.63502879669814
171579508004,246,12,30,39,31,40.80441152620633,59.38013135721409
171579509001,141,18,19,22,13,28.42534080710379,36.578682316343766
171579509002,178,15,41,39,24,41.78516483155236,63.26926584053272
171579509003,87,18,12,12,12,21.633307652783937,27.49545416973504
171579509004,201,22,21,28,11,35.608987629529715,42.77849927241488
171579510001,191,8,6,35,18,35.90264614203248,40.607881008493905
171579510002,151,12,11,12,16,16.97056274847714,25.787593916455254
171579510003,208,26,43,30,29,39.698866482558415,65.31462317123173
171579511001,202,25,15,37,24,44.654227123532216,52.86775955154521
171579511002,187,40,16,7,16,40.607881008493905,46.486557196677836
171579511003,148,15,6,8,12,17,21.656407827707714
171579511004,198,15,10,30,44,33.54101966249684,56.22277118748239
171579512011,212,12,10,12,12,16.97056274847714,23.065125189341593
171579512012,311,68,24,66,36,94.76286192385707,104.17293314484334
171579512021,435,12,9,12,12,16.97056274847714,22.64950330581225
171579513001,251,31,19,20,12,36.89173349139343,43.197222132910355
171579513002,166,12,12,43,28,44.64302857109943,54.04627646748664
171579513003,299,23,12,12,40,25.942243542145693,49.16299421312742
171579513004,137,15,12,12,9,19.209372712298546,24.372115213907882
171599779001,195,24,28,12,32,26.832815729997478,50.27922035990614
171599779002,226,21,11,32,38,38.27531841800928,55.04543577809154
171599779003,245,30,36,31,50,43.139309220245984,75.21303078589507
171599779004,228,42,53,27,41,49.92995093127971,83.56434646426669
171599780001,180,40,25,16,12,43.08131845707603,51.234753829797995
171599780002,347,51,44,53,15,73.55270219373317,87.01149349367589
171599781001,385,32,14,12,12,34.17601498127012,38.8329756778952
171599781002,338,32,50,89,62,94.57801012920498,123.64869590901475
171599781003,271,41,21,59,52,71.84705978674423,91.14274518577987
171599782001,333,18,34,49,38,52.20153254455275,72.97259759663213
171599782002,306,28,97,15,26,31.76476034853718,105.32805893967665
171599783001,200,25,20,10,36,26.92582403567252,49.20365840057018
171599783002,186,41,12,20,12,45.617978911828175,48.67237409455183
171599783003,181,64,13,12,40,65.11528238439882,77.51773990513398
171599783004,176,49,41,28,13,56.43580423808985,70.95773389842716
171610201011,176,20,11,15,66,25,71.42828571371429
171610201012,191,52,37,28,36,59.0592922409336,78.44106067615353
171610201021,229,25,12,27,28,36.796738985948195,47.77028364998475
171610201022,395,42,39,105,44,113.08846094982458,127.4597975833949
171610201031,90,5,18,28,10,28.442925306655784,35.11409973215888
171610202001,304,27,16,41,40,49.09175083453431,65.31462317123173
171610202002,346,15,48,21,46,25.80697580112788,71.31619731870173
171610202003,149,6,10,18,22,18.973665961010276,30.72458299147443
171610203011,557,102,12,46,112,111.89280584559492,158.77027429591473
171610203012,528,160,6,66,66,173.07801709055948,185.33213428868723
171610203021,302,6,26,67,6,67.26812023536856,72.3671196055225
